row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
735,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.543,0.04,0.23,0.12,0.401,0.196,0.182,0.05,0.04,0.852,0.038,0.016,0.11964107676969091,0.4047856430707876,0.27716849451645065,0.19840478564307076,10.0,6.0,0.339,0.205,0.13,0.077,,0.386,10.0,,34.51,1940.0,5660.0,a
737,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.445,0.043,0.126,0.06,0.493,0.206,0.225,0.012,0.016,0.963,0.0,0.004,0.0715005035246727,0.37260825780463236,0.37160120845921446,0.18429003021148033,11.0,15.0,0.311,0.225,0.113,0.069,0.276,0.279,11.0,,26.2,2130.0,1199.0,b
740,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.045,0.15,0.046,0.513,0.224,0.156,0.01,0.032,0.907,0.0,0.002,0.11211211211211213,0.3723723723723724,0.31331331331331336,0.20220220220220222,12.0,10.0,0.312,0.179,0.104,0.068,0.171,0.241,10.0,0.8999999999999999,10.0,1950.0,1369.0,a
741,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.428,0.051,0.149,0.053,0.445,0.179,0.155,0.052,0.055,0.855,0.0,0.01,0.16450648055832506,0.411764705882353,0.21834496510468596,0.20538384845463611,9.0,8.0,0.282,0.223,0.109,0.062,0.127,0.248,13.0,,12.42,1720.0,1150.0,a
742,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.616,0.031,0.244,0.132,0.46,0.19,0.096,0.093,0.005,0.882,0.027,0.003,0.04885343968095712,0.17946161515453637,0.23629112662013954,0.5353938185443669,8.0,4.0,0.158,0.146,0.04,0.099,0.26,0.122,12.0,,10.26,2580.0,1709.0,a
745,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.518,0.046,0.208,0.077,0.511,0.236,0.14,0.057,0.141,0.756,0.004,0.02,0.11122244488977956,0.2785571142284569,0.312625250501002,0.2975951903807615,12.0,8.0,0.307,0.204,0.11,0.076,0.147,0.24,13.0,5.0,18.73,2460.0,1649.0,a
750,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.392,0.091,0.279,0.106,0.53,0.245,0.179,0.0,0.352,0.638,0.009,0.008,0.19841269841269843,0.35416666666666663,0.31646825396825395,0.13095238095238096,11.0,13.0,0.355,0.181,0.129,0.12,0.101,0.369,13.0,,48.13,5529.0,4179.0,b
755,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.409,0.061,0.236,0.076,0.51,0.235,0.184,0.016,0.12,0.846,0.0,0.008,0.142,0.444,0.263,0.151,10.0,11.0,0.357,0.22,0.147,0.091,,0.319,12.0,,23.54,,8620.0,a
757,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.389,0.067,0.198,0.061,0.509,0.229,0.155,0.01,0.028,0.93,0.014,0.007,0.18018018018018017,0.4014014014014014,0.2702702702702703,0.14814814814814814,11.0,12.0,0.368,0.335,0.118,0.083,0.154,0.286,13.0,8.2,16.83,3119.0,1699.0,a
758,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.417,0.092,0.229,0.069,0.522,0.264,0.164,0.059,0.101,0.824,0.002,0.003,0.2679474216380182,0.38119312436804853,0.23559150657229527,0.11526794742163803,14.0,13.0,0.349,0.309,0.116,0.116,,0.402,13.0,3.4299999999999997,31.9,4060.0,1680.0,b
759,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.44,0.173,0.327,0.086,0.505,0.257,0.208,0.628,0.007,0.324,0.031,0.007,0.3153153153153153,0.3083083083083083,0.2572572572572573,0.11911911911911911,17.0,12.0,0.254,0.187,0.099,0.077,0.174,0.231,10.0,7.699999999999999,19.39,3080.0,2080.0,a
760,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.313,0.078,0.257,0.176,0.502,0.277,0.244,0.067,0.005,0.914,0.012,0.004,0.1608040201005025,0.40201005025125625,0.26130653266331655,0.17587939698492458,13.0,27.0,0.246,,0.102,,,0.285,11.0,,,,,b
761,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.492,0.04,0.213,0.11,0.516,0.265,0.13,0.062,0.118,0.749,0.008,0.034,0.10303030303030303,0.29797979797979796,0.32626262626262625,0.27272727272727276,14.0,9.0,0.32,0.209,0.108,0.086,0.171,0.235,13.0,5.4,8.32,1720.0,1580.0,a
762,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.578,0.03,0.183,0.079,0.508,0.189,0.233,0.032,0.005,0.952,0.007,0.002,0.09571286141575273,0.3320039880358923,0.3519441674975074,0.22033898305084743,8.0,18.0,0.288,0.28,0.108,,0.144,0.272,12.0,,42.99,3279.0,3230.0,b
767,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.473,0.043,0.146,0.047,0.493,0.259,0.122,0.191,0.094,0.67,0.009,0.027,0.11178247734138974,0.2890231621349446,0.3071500503524673,0.2920443101711984,13.0,7.0,0.245,0.196,0.112,0.072,0.21,0.245,11.0,3.2,9.46,1530.0,1399.0,a
770,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.388,0.035,0.205,0.118,0.413,0.194,0.187,0.13,0.058,0.799,0.017,0.013,0.2026209677419355,0.42137096774193544,0.2278225806451613,0.14818548387096772,12.0,10.0,0.242,0.245,0.09,0.084,0.089,0.212,14.0,,33.96,1079.0,1809.0,a
772,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.5,0.043,0.196,0.082,0.488,0.213,0.094,0.076,0.045,0.79,0.001,0.069,0.0962888665997994,0.2587763289869609,0.2958876629889669,0.3490471414242728,13.0,6.0,0.257,0.155,0.085,0.07,0.173,0.254,14.0,1.4,8.2,2299.0,1470.0,a
773,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.286,0.139,0.27,0.045,0.505,0.189,0.166,0.006,0.093,0.888,0.003,0.006,0.3565815324165029,0.43713163064833005,0.15717092337917485,0.049115913555992145,12.0,16.0,0.365,0.351,0.167,0.119,0.096,0.428,13.0,13.68,28.23,3630.0,2409.0,b
774,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.509,0.046,0.148,0.058,0.515,0.235,0.166,0.016,0.025,0.929,0.0,0.017,0.10989010989010987,0.3696303696303696,0.31568431568431565,0.20479520479520477,12.0,10.0,0.316,0.18,0.108,0.082,0.171,0.259,13.0,1.7,11.15,2110.0,1940.0,a
781,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.546,0.046,0.13,0.095,0.503,0.213,0.26,0.018,0.012,0.915,0.046,0.0,0.0963855421686747,0.35240963855421686,0.3795180722891566,0.17168674698795183,9.0,12.0,0.299,,0.106,0.046,,0.271,12.0,,,3439.0,3449.0,a
782,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.083,0.223,0.069,0.521,0.223,0.164,0.015,0.588,0.384,0.001,0.0,0.19625246548323472,0.39743589743589747,0.26232741617357,0.14398422090729782,9.0,13.0,0.388,0.164,0.16,0.118,0.124,0.344,12.0,9.67,38.54,7919.0,2609.0,b
784,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.48,0.045,0.343,0.187,0.505,0.221,0.201,0.023,0.0,0.854,0.089,0.0,0.08525576730190572,0.38014042126379133,0.3470411233701103,0.18756268806419255,14.0,9.0,0.265,0.161,0.09,0.049,0.182,0.284,11.0,,37.4,4170.0,4120.0,a
785,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.381,0.113,0.258,0.07,0.542,0.289,0.125,0.018,0.741,0.221,0.005,0.0,0.23146292585170342,0.2745490981963928,0.3106212424849699,0.18336673346693386,17.0,12.0,0.484,0.237,0.166,0.179,0.12,0.37,12.0,27.92,30.56,2390.0,1609.0,b
787,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.461,0.046,0.346,0.199,0.482,0.207,0.223,0.035,0.0,0.926,0.007,0.008,0.07801418439716314,0.4245187436676799,0.2948328267477204,0.20263424518743672,10.0,8.0,0.277,,0.091,,0.16,0.272,11.0,,,,830.0,a
788,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.418,0.074,0.235,0.058,0.507,0.217,0.18,0.028,0.028,0.926,0.005,0.007,0.20325203252032523,0.4268292682926829,0.24796747967479674,0.12195121951219512,12.0,12.0,0.357,0.355,0.124,0.08,,0.331,13.0,5.93,27.01,2530.0,2989.0,b
790,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.533,0.023,0.178,0.109,0.508,0.231,0.19,0.019,0.002,0.945,0.008,0.007,0.07366296670030271,0.24419778002018164,0.4591321897073663,0.22300706357214936,12.0,6.0,0.296,0.19,0.097,,0.201,0.324,10.0,,,,,a
791,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.988,0.015,0.164,0.104,0.47,0.2,0.154,0.013,0.002,0.85,0.123,0.013,0.09227683049147441,0.33801404212637914,0.3751253761283851,0.19458375125376126,14.0,5.0,0.283,0.128,0.099,,0.222,0.346,10.0,,44.37,,,b
792,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.499,0.091,0.133,0.088,0.507,0.209,0.216,0.014,0.0,0.938,0.023,0.008,0.10494450050454088,0.372351160443996,0.3410696266397579,0.18163471241170537,8.0,12.0,0.306,0.17,0.11,0.057,0.196,0.231,11.0,,14.73,2680.0,2639.0,b
793,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.435,0.085,0.209,0.061,0.516,0.241,0.153,0.022,0.079,0.883,0.004,0.002,0.20357497517378348,0.3962264150943396,0.27110228401191655,0.12909632571996027,12.0,11.0,0.362,0.258,0.114,0.102,,0.347,14.0,,28.93,3529.0,3099.0,b
795,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.404,0.065,0.231,0.089,0.509,0.22,0.212,0.015,0.084,0.887,0.0,0.003,0.17817817817817816,0.2982982982982983,0.35235235235235235,0.17117117117117117,10.0,13.0,0.334,0.273,0.123,0.088,0.154,0.346,15.0,,26.63,4840.0,2380.0,b
801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.528,0.043,0.175,0.106,0.484,0.206,0.212,0.033,0.003,0.955,0.011,0.005,0.11021233569261879,0.3356926188068756,0.36501516683518703,0.18907987866531847,14.0,6.0,0.324,0.149,0.107,,0.189,0.306,10.0,,,,,b
802,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.493,0.035,0.199,0.09,0.499,0.23,0.112,0.073,0.039,0.737,0.045,0.038,0.08838133068520355,0.26911618669314796,0.33267130089374375,0.30983118172790464,11.0,7.0,0.297,0.211,0.091,0.071,0.157,0.234,10.0,2.7,8.43,2360.0,1960.0,a
803,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.493,0.061,0.235,0.082,0.514,0.223,0.131,0.069,0.319,0.536,0.005,0.038,0.115,0.249,0.296,0.34,12.0,8.0,0.267,0.177,0.1,0.099,0.125,0.233,13.0,6.19,13.07,1949.0,1339.0,b
804,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.399,0.109,0.196,0.075,0.452,0.198,0.186,0.002,0.082,0.748,0.132,0.007,0.172,0.446,0.256,0.126,9.0,13.0,0.32,0.237,0.123,0.061,0.221,0.213,10.0,,,1929.0,970.0,b
806,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.456,0.064,0.312,0.107,0.512,0.263,0.161,0.104,0.235,0.632,0.008,0.008,0.2592964824120603,0.3457286432160804,0.2422110552763819,0.15276381909547737,11.0,11.0,0.327,0.277,0.117,0.089,,0.294,13.0,,21.39,10929.0,2220.0,a
807,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.376,0.076,0.27,0.066,0.505,0.192,0.242,0.012,0.001,0.948,0.003,0.0,0.14228456913827653,0.3937875751503006,0.2915831663326653,0.1723446893787575,8.0,14.0,0.285,0.272,0.13,0.092,,0.302,12.0,,35.25,2899.0,1519.0,b
810,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Mining-dependent,0.451,0.054,0.232,0.097,0.51,0.237,0.179,0.06,0.02,0.816,0.057,0.0,0.1402439024390244,0.38109756097560976,0.2967479674796748,0.18191056910569106,12.0,13.0,0.308,0.212,0.13,0.082,0.101,0.321,10.0,3.4000000000000004,23.06,2040.0,1649.0,a
811,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.387,0.102,0.319,0.102,0.506,0.239,0.16,0.051,0.12,0.823,0.001,0.008,0.19238476953907815,0.38276553106212424,0.3036072144288577,0.12124248496993988,13.0,10.0,0.301,0.288,0.125,0.098,0.126,0.309,12.0,,26.2,6449.0,4840.0,b
813,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.433,0.078,0.231,0.061,0.521,0.234,0.14,0.018,0.303,0.658,0.005,0.005,0.2715430861723447,0.3927855711422846,0.22545090180360722,0.11022044088176353,11.0,10.0,0.333,0.197,0.124,0.123,0.118,0.318,11.0,5.1,28.05,11610.0,5779.0,b
814,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.466,0.07,0.316,0.14,0.514,0.254,0.148,0.108,0.264,0.623,0.008,0.012,0.26512096774193544,0.34173387096774194,0.23588709677419353,0.157258064516129,14.0,12.0,0.318,0.282,0.116,0.066,,0.278,13.0,,27.48,11410.0,5629.0,b
816,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.417,0.069,0.234,0.074,0.505,0.231,0.182,0.028,0.151,0.791,0.002,0.008,0.25,0.36345381526104414,0.2931726907630522,0.09337349397590361,11.0,13.0,0.357,0.262,0.151,0.115,,0.392,13.0,,19.32,6829.0,2770.0,b
817,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.463,0.028,0.355,0.139,0.486,0.275,0.117,0.363,0.104,0.477,0.014,0.045,0.23689516129032256,0.2772177419354839,0.33568548387096775,0.1502016129032258,16.0,10.0,0.329,0.225,0.098,0.095,0.148,0.315,10.0,7.9,19.0,2060.0,1240.0,a
822,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.505,0.023,0.14,0.086,0.501,0.226,0.22,0.03,0.0,0.932,0.006,0.006,0.12861415752741773,0.2891326021934197,0.3120638085742771,0.27018943170488535,12.0,13.0,0.341,0.155,0.115,0.058,0.262,0.264,10.0,,,2619.0,2629.0,a
825,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.478,0.061,0.185,0.066,0.505,0.24,0.151,0.054,0.017,0.919,0.003,0.01,0.124117053481332,0.4803229061553986,0.2684157416750757,0.12714429868819374,12.0,10.0,0.342,0.311,0.105,0.069,0.256,0.332,13.0,,16.44,3269.0,2369.0,a
826,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.44,0.048,0.327,0.164,0.5,0.239,0.103,0.294,0.245,0.44,0.016,0.008,0.2226680040120361,0.30892678034102306,0.275827482447342,0.19257773319959878,14.0,6.0,0.315,,0.098,0.08,,0.266,8.0,7.9,20.87,6449.0,8870.0,a
827,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.502,0.059,0.234,0.037,0.516,0.231,0.133,0.24,0.247,0.437,0.007,0.068,0.14975369458128077,0.23546798029556645,0.2571428571428571,0.3576354679802955,13.0,8.0,0.257,0.177,0.098,0.087,0.214,0.216,13.0,10.9,6.62,1250.0,1080.0,a
833,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.381,0.099,0.247,0.166,0.501,0.187,0.256,0.138,0.014,0.786,0.026,0.019,0.15438950554994954,0.35116044399596363,0.36528758829465185,0.12916246215943492,9.0,16.0,0.301,0.261,0.107,0.105,0.152,0.285,12.0,6.4,44.8,4330.0,2399.0,b
836,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.446,0.072,0.182,0.045,0.518,0.243,0.154,0.033,0.152,0.809,0.004,0.011,0.165,0.409,0.239,0.187,12.0,10.0,0.327,0.335,0.128,0.123,0.091,0.366,14.0,4.6,17.71,2010.0,1530.0,a
837,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.519,0.053,0.179,0.064,0.495,0.242,0.112,0.101,0.025,0.736,0.01,0.094,0.08540218470705065,0.24230387288977162,0.36742800397219466,0.30486593843098314,13.0,7.0,0.298,0.159,0.077,0.062,0.177,0.201,11.0,1.33,8.16,1609.0,1909.0,b
838,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.368,0.081,0.184,0.074,0.504,0.15,0.289,0.039,0.013,0.901,0.018,0.015,0.05268389662027833,0.2286282306163022,0.3449304174950298,0.37375745526838966,6.0,11.0,0.256,0.155,0.102,0.051,0.153,0.171,11.0,,16.13,1899.0,1190.0,b
841,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.416,0.089,0.142,0.037,0.472,0.211,0.182,0.016,0.026,0.935,0.013,0.002,0.14891518737672588,0.41814595660749515,0.30670611439842216,0.12623274161735704,10.0,12.0,0.257,0.185,0.087,0.073,0.159,0.23,12.0,,18.35,1680.0,2130.0,b
847,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.459,0.06,0.327,0.143,0.512,0.233,0.186,0.102,0.02,0.851,0.009,0.002,0.17605633802816903,0.358148893360161,0.30885311871227367,0.1569416498993964,11.0,11.0,0.325,0.213,0.129,0.074,0.105,0.338,10.0,5.76,35.65,3790.0,7530.0,b
849,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.411,0.078,0.322,0.113,0.48,0.256,0.12,0.107,0.283,0.606,0.0,0.008,0.22709163346613548,0.38645418326693226,0.24601593625498008,0.14043824701195218,15.0,8.0,0.3,0.211,0.114,0.111,0.121,0.313,12.0,6.61,23.65,3870.0,1860.0,b
852,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.471,0.073,0.162,0.045,0.534,0.218,0.125,0.054,0.628,0.284,0.0,0.034,0.17943548387096772,0.2883064516129032,0.24193548387096772,0.29032258064516125,14.0,10.0,0.338,0.235,0.127,0.117,0.175,0.288,13.0,30.7,7.789999999999999,1749.0,1070.0,a
855,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.48,0.057,0.159,0.059,0.513,0.242,0.144,0.248,0.085,0.464,0.014,0.161,0.115,0.18,0.312,0.393,11.0,7.0,0.211,0.114,0.084,0.077,0.178,0.163,8.0,8.8,7.14,1249.0,1049.0,a
856,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.591,0.027,0.082,0.015,0.503,0.193,0.121,0.015,0.019,0.902,0.0,0.035,0.061752988047808766,0.20717131474103584,0.24302788844621515,0.48804780876494025,10.0,7.0,0.209,0.117,0.052,0.076,0.205,0.14,11.0,1.67,5.03,1219.0,590.0,b
857,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.413,0.071,0.188,0.085,0.453,0.212,0.166,0.015,0.045,0.925,0.0,0.01,0.14614614614614613,0.4214214214214214,0.2962962962962963,0.13613613613613615,12.0,11.0,0.313,0.251,0.108,0.077,0.163,0.344,14.0,,18.53,4670.0,2369.0,b
858,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.432,0.083,0.187,0.063,0.491,0.205,0.163,0.052,0.006,0.888,0.012,0.018,0.09109109109109109,0.2932932932932933,0.39739739739739743,0.2182182182182182,9.0,7.0,0.326,0.181,0.091,0.068,0.197,0.222,10.0,,14.7,11210.0,,b
860,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.052,0.208,0.089,0.505,0.289,0.109,0.099,0.117,0.735,0.004,0.018,0.1029263370332997,0.2563067608476287,0.30676084762865796,0.33400605449041376,11.0,6.0,0.27,0.163,0.083,0.073,0.138,0.194,12.0,4.5,13.04,4089.0,1700.0,a
861,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.459,0.068,0.182,0.049,0.511,0.236,0.162,0.007,0.041,0.916,0.0,0.0,0.13911290322580647,0.4284274193548387,0.2832661290322581,0.14919354838709678,12.0,11.0,0.301,0.216,0.118,0.095,0.168,0.343,14.0,1.83,13.48,1750.0,1589.0,b
862,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.485,0.052,0.188,0.074,0.501,0.264,0.101,0.025,0.208,0.74,0.005,0.031,0.13233830845771144,0.29154228855721387,0.35422885572139295,0.22189054726368157,12.0,7.0,0.313,0.232,0.117,0.093,0.157,0.259,12.0,,19.28,5810.0,1910.0,a
865,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.445,0.076,0.157,0.061,0.49,0.239,0.162,0.016,0.005,0.958,0.012,0.0,0.11488511488511488,0.4565434565434565,0.28571428571428564,0.14285714285714282,13.0,9.0,0.268,0.204,0.111,0.062,0.198,0.24,12.0,,20.59,5419.0,1699.0,a
866,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.514,0.041,0.296,0.124,0.506,0.24,0.13,0.163,0.031,0.705,0.077,0.016,0.1393939393939394,0.3505050505050505,0.24141414141414141,0.2686868686868687,16.0,9.0,0.294,0.165,0.109,0.074,0.109,0.288,10.0,,20.01,1829.0,1669.0,a
868,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.492,0.054,0.193,0.076,0.502,0.288,0.105,0.091,0.033,0.775,0.0,0.081,0.085,0.194,0.269,0.452,11.0,6.0,0.259,0.124,0.105,0.072,0.186,0.173,14.0,0.6000000000000001,8.93,2669.0,2499.0,a
870,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.566,0.043,0.089,0.042,0.516,0.25,0.114,0.061,0.166,0.595,0.0,0.154,0.060455896927651145,0.134786917740337,0.2051536174430129,0.599603567888999,11.0,5.0,0.244,0.085,0.073,0.077,0.144,0.173,13.0,1.54,6.99,1280.0,529.0,b
871,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.522,0.027,0.383,0.184,0.486,0.304,0.123,0.608,0.012,0.372,0.021,0.006,0.31943031536113936,0.306205493387589,0.22583926754832148,0.14852492370295015,16.0,6.0,0.326,,0.089,0.081,,0.271,9.0,,30.11,10249.0,2580.0,b
874,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.352,0.084,0.223,0.057,0.49,0.182,0.251,0.013,0.002,0.967,0.005,0.0,0.15625,0.40625000000000006,0.3336693548387097,0.10383064516129031,11.0,14.0,0.331,0.219,0.137,0.05,,0.218,11.0,,23.33,4179.0,2860.0,a
877,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.459,0.079,0.243,0.071,0.502,0.226,0.148,0.016,0.018,0.943,0.006,0.001,0.19740777666999007,0.3878364905284148,0.26121635094715856,0.15353938185443672,10.0,11.0,0.368,0.258,0.13,0.108,,0.341,13.0,,15.32,3399.0,3369.0,b
